0    4.645739160329104E-4
1    4.645739160329104E-4
2    4.645739160329104E-4
3    4.645739160329104E-4
4    4.645739160329104E-4
5    4.645739160329104E-4
6    4.645739160329104E-4
7    4.645739160329104E-4
8    4.645739160329104E-4
9    6.194318880438804E-4
10    6.194318880438804E-4
11    6.194318880438804E-4
12    7.742898600548507E-4
13    6.194318880438804E-4
14    6.194318880438804E-4
15    6.194318880438804E-4
16    6.194318880438804E-4
17    6.194318880438804E-4
18    6.194318880438804E-4
19    6.194318880438804E-4
20    6.194318880438804E-4
21    3.097159440219402E-4
22    3.097159440219402E-4
23    3.097159440219402E-4
24    3.097159440219402E-4
25    3.097159440219402E-4
26    3.097159440219402E-4
27    3.097159440219402E-4
28    3.097159440219402E-4
29    3.097159440219402E-4
30    3.097159440219402E-4
31    3.097159440219402E-4
32    3.097159440219402E-4
33    3.097159440219402E-4
34    3.097159440219402E-4
35    3.097159440219402E-4
36    3.097159440219402E-4
37    4.645739160329104E-4
38    4.645739160329104E-4
39    6.194318880438804E-4
40    6.194318880438804E-4
41    4.645739160329104E-4
42    4.645739160329104E-4
43    4.645739160329104E-4
44    6.194318880438804E-4
45    4.645739160329104E-4
46    4.645739160329104E-4
47    6.194318880438804E-4
48    6.194318880438804E-4
49    6.194318880438804E-4
50    6.194318880438804E-4
51    4.645739160329104E-4
52    4.645739160329104E-4
53    6.194318880438804E-4
54    4.645739160329104E-4
55    4.645739160329104E-4
56    4.645739160329104E-4
57    4.645739160329104E-4
58    4.645739160329104E-4
59    7.742898600548507E-4
60    9.291478320658208E-4
61    7.742898600548507E-4
62    7.742898600548507E-4
63    7.742898600548507E-4
64    6.194318880438804E-4
65    4.645739160329104E-4
66    4.645739160329104E-4
67    6.194318880438804E-4
68    6.194318880438804E-4
69    6.194318880438804E-4
70    6.194318880438804E-4
71    6.194318880438804E-4
72    6.194318880438804E-4
73    7.742898600548507E-4
74    7.742898600548507E-4
75    7.742898600548507E-4
76    7.742898600548507E-4
77    7.742898600548507E-4
78    7.742898600548507E-4
79    7.742898600548507E-4
80    7.742898600548507E-4
81    7.742898600548507E-4
82    7.742898600548507E-4
83    7.742898600548507E-4
84    7.742898600548507E-4
85    6.194318880438804E-4
86    6.194318880438804E-4
87    4.645739160329104E-4
88    4.645739160329104E-4
89    4.645739160329104E-4
90    6.194318880438804E-4
91    6.194318880438804E-4
92    6.194318880438804E-4
93    4.645739160329104E-4
94    7.742898600548507E-4
95    7.742898600548507E-4
96    7.742898600548507E-4
97    7.742898600548507E-4
98    7.742898600548507E-4
99    9.291478320658208E-4
